Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Mauritius,MUS,2015,140000,10000,1850000,190000,370000,340000,1060000,2420000,0,10000,1730000
Mauritius,MUS,2016,150000,-30000,1870000,200000,410000,330000,1120000,2440000,0,10000,1970000
Mauritius,MUS,2017,150000,-30000,1890000,190000,450000,330000,1150000,2560000,0,10000,2430000
Mauritius,MUS,2018,140000,-30000,1920000,200000,490000,330000,1170000,2490000,0,10000,2800000
Mauritius,MUS,2019,150000,-30000,1940000,210000,530000,330000,1230000,2440000,0,10000,2990000
Mauritius,MUS,2020,129999.99,-30000,1970000,200000,560000,320000,1039999.94,2210000,0,10000,2360000
Mexico,MEX,1990,88780000,24630000,8020000.5,23250000,13260000,53550000,86120000,94510000,37140000,5160000,5330000
Mexico,MEX,1991,87050000,24630000,8690000,24280000,13670000,52280000,92160000,106930000,38680000,5340000,5550000
Mexico,MEX,1992,86390000,24630000,9350000,26220000,13890000,51960000,92470000,107910000,38480000,5390000,6140000
Mexico,MEX,1993,87880000,24630000,15210000,26710000,14900000,50250000,94610000,114540000,39950000,5420000,7230000
Mexico,MEX,1994,87730000,24630000,15830000,27960000,16139999,51110000,100440000,130860000,41010000,5110000,9650000
Mexico,MEX,1995,86000000,24630000,16450001,27970000,13830000,49530000,92170000,122310000,41960000,5260000,9490000
Mexico,MEX,1996,84930000,24000000,17000000,27730000,17070000,55100000,94550000,127720000,45490000,5680000,9360000
Mexico,MEX,1997,85510000,24240000,16950000,27360000,18010000,55210000,98680000,141910000,49300000,6060000,9810000
Mexico,MEX,1998,87430000,32660000,16920000,28430000,18550000,56620000,101320000,159260000,49340000,6040000,11200000
Mexico,MEX,1999,85310000,27770000,17740000,26130000,19960000,52080000,104110000,153200000,47410000,6660000,12030000
Mexico,MEX,2000,86190000,27790000,18780000,28750000,20280000,53140000,108790000,168890000,48160000,6640000,12120000
Mexico,MEX,2001,86670000,-65910004,19370000,28120000,19600000,48080000,111140000,173090000,48110000,6570000,11930000
Mexico,MEX,2002,86470000,-64970000,20170000,28310000,20860000,51670000,113120000,175160000,48140000,6330000,10670000
Mexico,MEX,2003,87250000,-62790000,20860000,27180000,21350000,52620000,119910000,186860000,52080000,6740000,10890000
Mexico,MEX,2004,85500000,-66160004,21810000,27730000,23150000,56540000,126490000,185110000,52150000,7070000,11190000
Mexico,MEX,2005,87500000,-64360000,23150000,26790000,25210000,58990000,134179990,192130000,52260000,7480000,11440000
Mexico,MEX,2006,86630000,-64890000,25450000,27230000,28680000,66480004,141580000,191090000,52990000,7880000,11890000
Mexico,MEX,2007,88010000,-65510004,26960000,26550000,31480000,62400000,149570000,194260000,52530000,8180000.5,12770000
Mexico,MEX,2008,87590000,-65000000,28530000,26520000,32259998,64640000,155740000,186860000,52540000,8480000,12840000
Mexico,MEX,2009,89020000,-65019996,29560000,25460000,32240002,52320000,152190000,194100000,49000000,8670000,10550000
Mexico,MEX,2010,89810000,-65879996,30970000,26070000,32550000,62430000,155150000,195880000,48750000,8620000,10790000
Mexico,MEX,2011,93060000,16360001,32800000,25730000,34270000,68230000,156250000,205080000,47410000,8910000,11190000
Mexico,MEX,2012,90430000,14950000,32890000,26010000,34950000,61740000,157110000,212860000,52990000,9470000,11690000
Mexico,MEX,2013,92410000,16360001,26290000,25040000,35080000,66050004,155200000,202090000,52630000,8970000,11720000
Mexico,MEX,2014,92720000,14070000,35260000,25220000,36510000,59260000,155790000,192580000,52710000,8980000,12390000
Mexico,MEX,2015,92060000,15080000,44220000,24890000,38030000,66280000,155090000,194140000,49860000,9700000,13090000
Mexico,MEX,2016,95590000,15830000,45070000,24080000,40240000,62150000,160630000,197280000,47930000,9840000,14030000
Mexico,MEX,2017,96820000,16570000,45910000,23830000,41290000,68670000,155990000,195260000,41950000,10020000,14510000
Mexico,MEX,2018,96820000,15410000,46760000,23180000,42040000,51000000,151880000,187340000,41660000,10360000,14810000
Mexico,MEX,2019,97950000,17130000,47600000,22440000,41450000,56150000,154730000,188080000,41780000,9570000,15230000
Mexico,MEX,2020,99250000,16740000,48440000,21220000,43370000,50590000,109470000,169700000,44420000,5860000,6360000
Micronesia (country),FSM,1991,0,-30000,10000,0,0,0,0,0,0,0,0
Micronesia (country),FSM,1992,0,-30000,10000,0,0,0,80000,50000,0,0,0
Micronesia (country),FSM,1993,0,-30000,10000,0,0,0,90000,60000,0,0,0
Micronesia (country),FSM,1994,0,-30000,10000,0,0,0,90000,60000,0,10000,0
Micronesia (country),FSM,1995,50000,-30000,10000,0,0,0,110000,70000,0,10000,0
Micronesia (country),FSM,1996,50000,-30000,10000,0,0,0,110000,70000,0,10000,0
Micronesia (country),FSM,1997,50000,-30000,10000,0,0,0,120000,70000,0,10000,0
Micronesia (country),FSM,1998,50000,-30000,10000,0,0,0,120000,80000,0,10000,10000
Micronesia (country),FSM,1999,50000,-30000,10000,0,0,0,120000,60000,0,10000,10000
Micronesia (country),FSM,2000,50000,-30000,10000,0,0,0,110000,60000,0,10000,10000
Micronesia (country),FSM,2001,50000,-30000,10000,0,0,0,100000,60000,0,10000,10000
Micronesia (country),FSM,2002,50000,-30000,10000,0,0,0,80000,60000,0,10000,0
Micronesia (country),FSM,2003,50000,-30000,10000,0,0,0,90000,70000,0,20000,10000
Micronesia (country),FSM,2004,50000,-30000,10000,0,0,0,70000,60000,0,20000,10000
Micronesia (country),FSM,2005,50000,-30000,10000,0,0,0,50000,60000,0,20000,10000
Micronesia (country),FSM,2006,50000,-30000,10000,0,0,0,60000,50000,0,10000,10000
Micronesia (country),FSM,2007,50000,-30000,10000,0,0,0,80000,50000,0,10000,10000
Micronesia (country),FSM,2008,50000,-30000,10000,0,0,0,60000,50000,0,10000,10000
Micronesia (country),FSM,2009,60000,-30000,10000,0,0,0,100000,50000,0,0,20000
Micronesia (country),FSM,2010,50000,-30000,10000,0,0,0,50000,50000,0,0,20000
Micronesia (country),FSM,2011,60000,-30000,10000,0,0,0,70000,50000,0,0,20000
Micronesia (country),FSM,2012,60000,-30000,10000,0,0,0,80000,50000,0,0,20000
Micronesia (country),FSM,2013,60000,-30000,10000,0,0,0,80000,50000,0,0,20000
Micronesia (country),FSM,2014,60000,-30000,10000,0,0,0,80000,60000,0,0,30000
Micronesia (country),FSM,2015,60000,-30000,10000,0,0,0,80000,60000,0,0,30000
Micronesia (country),FSM,2016,60000,-30000,10000,0,0,0,80000,60000,0,0,30000
Micronesia (country),FSM,2017,60000,-30000,10000,0,0,0,80000,60000,0,0,30000
Micronesia (country),FSM,2018,60000,-30000,10000,0,0,0,80000,60000,0,0,30000
Micronesia (country),FSM,2019,60000,-30000,10000,0,10000,0,90000,60000,0,0,30000
Micronesia (country),FSM,2020,70000,-30000,10000,0,10000,0,60000,40000,0,0,30000
Micronesia (country),FSM,1990,,,10000,0,0,0,0,0,0,0,0
Moldova,MDA,1990,4610000,-230000,1920000,900000,0,2060000,2500000,13700000,810000,11640000,220000
Moldova,MDA,1991,4450000,-230000,2069999.9,930000,0,2170000,2350000,12710000,760000,6650000,230000
Moldova,MDA,1992,3650000,-230000,2210000,1880000,480000,1200000,2300000,13160000,690000,1550000,100000
Moldova,MDA,1993,3290000,-230000,2200000,2530000,410000,1250000,1490000,10530000,620000,1370000,70000
Moldova,MDA,1994,3570000,-230000,2150000,2310000,330000,1000000,1350000,8090000,600000,1190000,30000
Moldova,MDA,1995,3500000,-230000,2100000,2380000,280000,990000,1340000,6210000,670000,1090000,30000
Moldova,MDA,1996,3370000,-230000,2140000,1490000,230000,700000,1430000,6000000,720000,700000,60000
Moldova,MDA,1997,2740000,-230000,2060000,1460000,310000,730000,1410000,5160000,590000,640000,70000
Moldova,MDA,1998,2330000,-230000,1990000,1290000,259999.98,610000,1110000,4970000,560000,530000,50000
Moldova,MDA,1999,2200000,-230000,2069999.9,1260000,259999.98,460000,740000,4380000,550000,360000,40000
Moldova,MDA,2000,2050000,-230000,1960000,1030000,230000,500000,730000,4080000,600000,250000,60000
Moldova,MDA,2001,2100000,-930000,1830000,1060000,240000,500000,730000,4330000,590000,270000,50000
Moldova,MDA,2002,2079999.9,-930000,1750000,1160000,290000,519999.97,1000000,4020000,640000,330000,60000
Moldova,MDA,2003,2069999.9,-940000,1730000,1360000,320000,560000,1160000,4200000,680000,300000,40000
Moldova,MDA,2004,2020000,-940000,1700000,1640000,370000,650000,1300000,3700000,730000,270000,30000
Moldova,MDA,2005,1890000,-940000,1660000,1660000,460000,1010000,1230000,3790000,780000,220000,40000
Moldova,MDA,2006,1810000,-940000,1690000,1600000,560000,740000,1240000,3810000,680000,220000,40000
Moldova,MDA,2007,1780000,-940000,1730000,1380000,820000,860000,1350000,3720000,730000,210000,40000
Moldova,MDA,2008,1590000,-940000,1770000,1130000,920000,700000,1640000,3740000,720000,250000,50000
Moldova,MDA,2009,1460000,-940000,1840000,1220000,480000,590000,1550000,3800000,600000,220000,60000
Moldova,MDA,2010,1540000,-950000,1860000,1510000,500000,960000,1780000,3730000,580000,220000,60000
Moldova,MDA,2011,1610000,-380000,1860000,1480000,570000,1039999.94,1910000,3530000,610000,220000,60000
Moldova,MDA,2012,1530000,-390000,1850000,1480000,580000,1070000,1680000,3570000,640000,170000,70000
Moldova,MDA,2013,1580000,-380000,1850000,1430000,620000,800000,1760000,2810000,680000,180000,70000
Moldova,MDA,2014,1640000,-370000,1840000,1340000,600000,900000,1830000,3280000,710000,180000,80000
Moldova,MDA,2015,1540000,-390000,1830000,1300000,580000,770000,1990000,3630000,740000,180000,70000
Moldova,MDA,2016,1630000,170000,1830000,1340000,560000,780000,2089999.9,3580000,740000,230000,100000
Moldova,MDA,2017,1670000,170000,1830000,1470000,650000,960000,2110000,3010000,730000,320000,150000
Moldova,MDA,2018,1740000,170000,1830000,1490000,700000,1080000,2150000,3270000,730000,320000,180000
Moldova,MDA,2019,1570000,190000,1820000,1530000,740000,1130000,2210000,3350000,730000,360000,160000
Moldova,MDA,2020,1440000,190000,1820000,1480000,670000,820000,2060000,3610000,720000,360000,60000
Mongolia,MNG,1990,17100000,23590000,140000,900000,150000,2830000,1610000,6650000,230000,1080000,10000
Mongolia,MNG,1991,17590000,23590000,140000,1710000,100000,3450000,1039999.94,8279999.5,210000,410000,0
Mongolia,MNG,1992,17370000,23590000,140000,519999.97,70000,2670000,930000,8050000,170000,800000,0
Mongolia,MNG,1993,17200000,23590000,140000,850000,40000,2420000,1030000,7250000,140000,410000,0
Mongolia,MNG,1994,16970000,23590000,140000,850000,50000,1840000,700000,6670000,120000,360000,0
Mongolia,MNG,1995,17950000,23600000,140000,340000,50000,1970000,860000,6620000,120000,570000,60000
Mongolia,MNG,1996,18810000,23760000,140000,250000,60000,1100000,910000,5890000,110000,610000,90000
Mongolia,MNG,1997,19790000,25140000,140000,440000,60000,1550000,840000,5520000,120000,230000,80000
Mongolia,MNG,1998,20150000,24400000,140000,300000,60000,980000,820000,6280000,120000,230000,70000
Mongolia,MNG,1999,20750000,23840000,150000,320000,60000,870000,860000,6160000,129999.99,470000,50000
Mongolia,MNG,2000,21090000,24240000,160000,630000,60000,630000,1010000,6610000,140000,200000,60000
Mongolia,MNG,2001,18560000,23460000,170000,530000,60000,610000,970000,6440000,150000,530000,70000
Mongolia,MNG,2002,16040001,23500000,170000,700000,90000,650000,1080000,7000000,160000,270000,70000
Mongolia,MNG,2003,16110001,23470000,180000,750000,100000,690000,1039999.94,6520000,170000,420000,80000
Mongolia,MNG,2004,15630000,23520000,190000,730000,100000,700000,1210000,6670000,180000,360000,70000
Mongolia,MNG,2005,16820000,23540000,190000,1210000,120000,750000,1080000,7690000,200000,470000,60000
Mongolia,MNG,2006,18310000,23560000,200000,740000,140000,2200000,1330000,7590000,250000,670000,129999.99
Mongolia,MNG,2007,20280000,23590000,200000,920000,170000,1600000,1610000,8060000.5,360000,960000,129999.99
Mongolia,MNG,2008,20450000,23580000,210000,780000,190000,1630000,1700000,7980000,470000,990000,100000
Mongolia,MNG,2009,20630000,23650000,210000,1670000,170000,1420000,1550000,8350000.5,580000,860000,50000
Mongolia,MNG,2010,17150000,23610000,210000,1680000,250000,1630000,1520000,8950000,680000,650000,50000
Mongolia,MNG,2011,19190000,22750000,220000,1610000,250000,2000000,1810000,9370000,830000,1110000,80000
Mongolia,MNG,2012,20990000,22740000,220000,1510000,259999.98,2430000,2069999.9,10140000,990000,1160000,90000
Mongolia,MNG,2013,22050000,22750000,230000,1850000,220000,2230000,2020000,11190000,1140000,1360000,100000
Mongolia,MNG,2014,24730000,22760000,230000,1370000,320000,1900000,2089999.9,11720000,1290000,1180000,60000
Mongolia,MNG,2015,26810000,22790000,240000,1230000,330000,1500000,2110000,11760000,1440000,820000,70000
Mongolia,MNG,2016,28260000,22570000,240000,1790000,380000,1440000,1850000,11780000,1400000,1460000,60000
Mongolia,MNG,2017,29720000,22520000,240000,1640000,519999.97,1780000,2220000,12830000,1360000,1150000,90000
Mongolia,MNG,2018,29610000,22500000,250000,1850000,670000,1960000,2290000,13630000,1310000,1800000,120000
Mongolia,MNG,2019,31600000,22440000,250000,1300000,780000,2500000,2880000,13700000,1270000,2680000,140000
Mongolia,MNG,2020,30530000,22450000,250000,1430000,860000,2210000,2940000,13040000,1230000,1430000,60000
Montenegro,MNE,1990,790000,-340000,230000,,1440000,,,,40000,,
Montenegro,MNE,1991,750000,-340000,230000,,1460000,,,,40000,,
Montenegro,MNE,1992,610000,-340000,230000,,1480000,,,,40000,,
Montenegro,MNE,1993,610000,-340000,230000,,1500000,,,,40000,,
Montenegro,MNE,1994,590000,-340000,240000,,1520000,,,,40000,,
Montenegro,MNE,1995,650000,-340000,240000,,1540000,,,,40000,,
Montenegro,MNE,1996,650000,-340000,240000,,1560000,,,,40000,,
Montenegro,MNE,1997,660000,-340000,240000,,1580000,,,,40000,,
Montenegro,MNE,1998,640000,-330000,250000,,1600000,,,,40000,,
Montenegro,MNE,1999,590000,-340000,250000,,1620000,,,,40000,,
Montenegro,MNE,2000,519999.97,-330000,250000,,1640000,,,,40000,,
Montenegro,MNE,2001,530000,-4120000,250000,,1660000,,,,40000,,
Montenegro,MNE,2002,510000,-4120000,250000,,1680000,,,,40000,,
Montenegro,MNE,2003,490000,-4120000,250000,,1700000,,,,40000,,
Montenegro,MNE,2004,550000,-4120000,259999.98,,1520000,,,,40000,,
Montenegro,MNE,2005,500000,-4120000,259999.98,90000,1340000,370000,480000,1130000,40000,10000,40000
Montenegro,MNE,2006,540000,-4120000,259999.98,120000,1180000,340000,480000,1280000,40000,40000,50000
Montenegro,MNE,2007,519999.97,-4120000,259999.98,80000,1010000,450000,620000,1010000,80000,10000,30000
Montenegro,MNE,2008,490000,-4120000,270000,80000,850000,519999.97,620000,1540000,120000,0,40000
Montenegro,MNE,2009,470000,-4120000,270000,90000,680000,259999.98,640000,820000,170000,0,10000
Montenegro,MNE,2010,450000,-4120000,270000,100000,540000,120000,710000,1750000,210000,0,10000
Montenegro,MNE,2011,410000,40000,270000,80000,490000,100000,660000,1780000,200000,0,30000
Montenegro,MNE,2012,430000,40000,270000,80000,430000,120000,630000,1590000,200000,10000,40000
Montenegro,MNE,2013,420000,30000,270000,80000,380000,200000,510000,1540000,200000,30000,40000
Montenegro,MNE,2014,430000,40000,280000,100000,320000,180000,500000,1490000,190000,20000,50000
Montenegro,MNE,2015,440000,40000,280000,110000,270000,180000,570000,1560000,190000,20000,60000
Montenegro,MNE,2016,430000,30000,280000,120000,280000,170000,670000,1260000,190000,10000,60000
Montenegro,MNE,2017,430000,50000,280000,110000,280000,210000,720000,1290000,190000,10000,60000
Montenegro,MNE,2018,410000,40000,280000,100000,290000,200000,780000,1490000,180000,10000,70000
Montenegro,MNE,2019,390000,20000,290000,100000,300000,210000,820000,1530000,180000,10000,70000
Montenegro,MNE,2020,390000,20000,290000,100000,300000,200000,700000,1600000,180000,10000,10000
Morocco,MAR,1990,12200000,-4890000,2510000,2110000,1900000,5410000,3980000,7950000,20000,710000,870000
Morocco,MAR,1991,11830000,-4890000,2580000,2420000,2570000,5660000,4420000,7870000,20000,760000,630000
Morocco,MAR,1992,11080000,-4890000,2640000,2590000,2800000,5860000,4900000,8450000,10000,880000,730000
Morocco,MAR,1993,10000000,-4890000,2700000,2790000,2780000,5000000,5330000,9290000,10000,990000,750000
Morocco,MAR,1994,10610000,-4890000,3070000,2920000,2760000,5580000,5760000,10250000,10000,1070000,710000
Morocco,MAR,1995,10130000,-4890000,3150000,3050000,2760000,4660000,6110000,11740000,10000,1100000,780000
Morocco,MAR,1996,10980000,-4890000,3250000,3140000,2830000,5530000,6530000,10000000,10000,1110000,810000
Morocco,MAR,1997,11350000,-4890000,3340000,3330000,3090000,5390000,6970000,10680000,10000,1120000,840000
Morocco,MAR,1998,11410000,-4890000,3440000,3480000,3160000,5420000,7410000,10670000,10000,1200000,950000
Morocco,MAR,1999,11890000,-4890000,3530000,3690000,3190000,5810000,7920000,11050000,10000,1280000,980000
Morocco,MAR,2000,12170000,-4890000,3630000,3750000,3410000,5570000,8330000,11290000,10000,1280000,970000
Morocco,MAR,2001,12210000,-4520000,3700000,3870000,4190000,5630000,8750000,13290000,20000,1340000,950000
Morocco,MAR,2002,12420000,-4520000,3760000,4000000,4270000,5380000,9170000,14120000,10000,1370000,960000
Morocco,MAR,2003,12530000,-4520000,3830000,4050000.2,4340000,4170000,9550000,14580000,10000,1420000,970000
Morocco,MAR,2004,12900000,-4520000,3900000,4700000,4580000,5500000,10020000,15980000,20000,1510000,1110000
Morocco,MAR,2005,13240000,-4520000,3970000,4820000,4570000,6530000,10440000,16900000,40000,1600000,1260000
Morocco,MAR,2006,13730000,-4520000,4040000,5060000,4700000,7040000,10750000,17030000,50000,1660000,1420000
Morocco,MAR,2007,13070000,-4520000,4100000,5410000,5260000,7060000,11410000,16760000,60000,1680000,1630000
Morocco,MAR,2008,13220000,-4520000,4159999.8,5660000,5740000,7270000,12500000,16960000,50000,1730000,1630000
Morocco,MAR,2009,13080000,-4520000,4230000,5680000,5910000,7240000,13220000,15900000,50000,2010000,1640000
Morocco,MAR,2010,13410000,-4520000,4290000,5860000,5700000,7670000,13910000,17790000,60000,2050000,2230000
Morocco,MAR,2011,14090000,-1440000,4360000,6100000,5550000,8650000,14720000,20010000,70000,2160000,2240000
Morocco,MAR,2012,13640000,-1440000,4420000,6460000,6210000,8880000,14940000,20600000,90000,2250000,2060000
Morocco,MAR,2013,14550000,-1440000,4490000,6610000,6460000,8790000,15500000,19170000,90000,2340000,2200000
Morocco,MAR,2014,14550000,-1440000,4550000,6910000,5570000,7730000,15700000,21690000,100000,2390000,2380000
Morocco,MAR,2015,14950000,-1440000,4620000,7040000,5660000,7440000,16690001,22330000,100000,2530000,2500000
Morocco,MAR,2016,13700000,-1940000,4680000,7350000,5650000,6930000,17370000,21720000,110000,2630000,2500000
Morocco,MAR,2017,15140000,-1940000,4740000,7540000,5540000,7940000,18020000,22630000,90000,2770000,2610000
Morocco,MAR,2018,15130000,-1940000,4810000,7680000,5400000,7880000,18520000,23420000,100000,2840000,2790000
Morocco,MAR,2019,15040000,-1940000,4870000,8029999.5,5550000,7650000,19320000,28990000,100000,2980000,2920000
Morocco,MAR,2020,14770000,-1930000,4940000,8290000,5070000,6730000,16960000,28520000,100000,2650000,1330000
Mozambique,MOZ,1990,15260000,66019996,590000,1440000,40000,170000,620000,110000,0,150000,220000
Mozambique,MOZ,1991,15370000,66019996,940000,1380000,40000,170000,510000,129999.99,0,120000,150000
Mozambique,MOZ,1992,15500000,66019996,1290000,1400000,20000,190000,700000,90000,0,120000,100000
Mozambique,MOZ,1993,15660000,66019996,1640000,1420000,20000,230000,870000,60000,0,129999.99,120000
Mozambique,MOZ,1994,15760000,66019996,1990000,1450000,40000,240000,710000,30000,0,100000,140000
Mozambique,MOZ,1995,15850000,66019996,2040000,1490000,40000,240000,740000,30000,0,140000,70000
Mozambique,MOZ,1996,15580000,50980000,2100000,1670000,129999.99,70000,830000,30000,0,20000,70000
Mozambique,MOZ,1997,14050000,50000000,2170000,1760000,180000,100000,840000,30000,0,20000,90000
Mozambique,MOZ,1998,16059999,50650000,2230000,1980000,220000,170000,860000,20000,0,30000,90000
Mozambique,MOZ,1999,15160000,50250000,2290000,2000000,259999.98,180000,860000,20000,0,40000,110000
Mozambique,MOZ,2000,13900000,48830000,2360000,2460000,320000,80000,860000,50000,0,10000,140000
Mozambique,MOZ,2001,15870000,65190004,2430000,1990000,420000,220000,860000,50000,0,20000,129999.99
Mozambique,MOZ,2002,17310000,63440000,2510000,2160000,610000,240000,930000,40000,0,10000,140000
Mozambique,MOZ,2003,17330000,67940000,2580000,2380000,750000,310000,1150000,40000,0,20000,259999.98
Mozambique,MOZ,2004,16590000,67150000,2660000,2460000,830000,310000,1160000,40000,300000,20000,259999.98
Mozambique,MOZ,2005,18220000,70440000,2730000,2500000,910000,270000,1070000,20000,519999.97,10000,150000
Mozambique,MOZ,2006,16970000,70220000,2820000,2420000,920000,300000,1150000,20000,610000,20000,180000
Mozambique,MOZ,2007,18110000,70690000,2910000,1460000,900000,370000,1430000,10000,600000,20000,200000
Mozambique,MOZ,2008,19250000,74590000,3000000,1500000,900000,400000,1400000,20000,720000,20000,190000
Mozambique,MOZ,2009,16820000,71160000,3090000,1420000,870000,470000,1570000,20000,740000,20000,220000
Mozambique,MOZ,2010,18700000,77850000,3170000,1310000,880000,470000,1740000,30000,780000,20000,210000
Mozambique,MOZ,2011,17400000,67050004,3270000,1600000,950000,610000,2110000,180000,960000,20000,120000
Mozambique,MOZ,2012,18220000,70170000,3370000,1630000,1060000,550000,2430000,190000,1310000,20000,120000
Mozambique,MOZ,2013,18730000,70260000,3470000,1680000,1140000,710000,2630000,259999.98,1570000,30000,140000
Mozambique,MOZ,2014,19030000,68650000,3570000,1720000,1250000,770000,3090000,290000,1560000,60000,140000
Mozambique,MOZ,2015,17760000,67430000,3670000,1760000,1320000,650000,3210000,790000,1620000,190000,120000
Mozambique,MOZ,2016,16660000,77510000,3780000,1800000,1700000,760000,3540000,1800000,1600000,170000,129999.99
Mozambique,MOZ,2017,16440001,75590000,3890000,1810000,1710000,830000,3350000,1940000,2040000,110000,90000
Mozambique,MOZ,2018,18610000,76450000,4000000,1820000,1780000,880000,3320000,1740000,2370000,0,110000
Mozambique,MOZ,2019,18370000,71270000,4110000.2,1850000,1950000,940000,3670000,1860000,1940000,40000,110000
Mozambique,MOZ,2020,18120000,70060000,4220000,1890000,2030000,720000,3350000,1770000,1620000,30000,60000
Myanmar,MMR,1990,43930000,151210000,3100000,3020000,170000,970000,1370000,1590000,70000,0,20000
Myanmar,MMR,1991,43380000,151210000,3170000,2970000,180000,960000,1280000,1610000,70000,0,20000
Myanmar,MMR,1992,45720000,151210000,3240000,3060000,190000,1130000,1060000,1710000,70000,180000,110000
Myanmar,MMR,1993,47820000,151210000,3310000,3030000,160000,760000,1620000,1900000,70000,370000,30000
Myanmar,MMR,1994,49450000,151210000,3380000,3120000,190000,930000,1870000,2200000,70000,490000,50000
Myanmar,MMR,1995,51180000,151220000,3450000,3130000,210000,970000,2780000,2490000,70000,530000,30000
Myanmar,MMR,1996,50830000,146830000,3520000,3080000,200000,1010000,2980000,2690000,80000,470000,50000
Myanmar,MMR,1997,49590000,145680000,3590000,3110000,210000,1230000,2450000,2870000,100000,560000,70000
Myanmar,MMR,1998,50420000,150340000,3660000,3170000,150000,1140000,3020000,2910000,110000,790000,50000
Myanmar,MMR,1999,54250000,150760000,3720000,3150000,140000,1420000,3070000,3170000,120000,1030000,50000
Myanmar,MMR,2000,55420000,145660000,3790000,3180000,160000,2400000,3590000,2780000,129999.99,630000,60000
Myanmar,MMR,2001,55920000,126320000,3890000,3250000,150000,2360000,2890000,2390000,129999.99,650000,60000
Myanmar,MMR,2002,56300000,124530000,3960000,3320000,190000,1480000,3550000,2730000,140000,480000,50000
Myanmar,MMR,2003,58030000,133289990,4080000,3410000,230000,2530000,3970000,3180000,150000,690000,60000
Myanmar,MMR,2004,60630000,145250000,4170000,3520000,210000,1920000,4410000,3100000,190000,740000,60000
Myanmar,MMR,2005,63110000,132009990,4270000,3570000,220000,2060000,4850000,3120000,190000,740000,40000
Myanmar,MMR,2006,66890000,133240010,4360000,3600000,220000,1990000,4080000,3120000,190000,770000,50000
Myanmar,MMR,2007,68890000,141490000,4440000,3610000,240000,1940000,4590000,3120000,180000,760000,60000
Myanmar,MMR,2008,69650000,128580000,4530000,3620000,259999.98,2000000,2180000,2890000,180000,740000,60000
Myanmar,MMR,2009,71000000,138850000,4610000,3640000,259999.98,2050000,2280000,2170000,180000,740000,60000
Myanmar,MMR,2010,72350000,142070000,4700000,3660000,210000,2360000,2400000,2750000,180000,550000,70000
Myanmar,MMR,2011,70980000,112050000,4760000,3670000,210000,2450000,2450000,2970000,190000,750000,70000
Myanmar,MMR,2012,71280000,117420000,4820000,3690000,350000,3680000,3160000,3200000,200000,1760000,120000
Myanmar,MMR,2013,72700000,116370000,4870000,3710000,430000,4010000.2,3670000,3330000,210000,2370000,129999.99
Myanmar,MMR,2014,74630000,119080000,4930000,3730000,510000,4960000,4150000,4760000,220000,2920000,140000
Myanmar,MMR,2015,75950000,122160000,4990000,3750000,380000,5420000,4530000,5690000,230000,3280000,140000
Myanmar,MMR,2016,77460000,110110000,5040000,4740000,970000,3950000,4640000,7360000,220000,4250000,290000
Myanmar,MMR,2017,82430000,108810000,5100000,5280000,2100000,8290000,6210000,9250000,220000,5540000,230000
Myanmar,MMR,2018,84150000,110210000,5150000,5230000,2490000,8540000,6390000,8680000,220000,5660000,230000
Myanmar,MMR,2019,85380000,109640000,5200000,5250000,2950000,8990000,6650000,8560000,220000,5810000,240000
Myanmar,MMR,2020,85390000,117690000,5260000,5180000,3190000,8590000,6290000,9300000,220000,5540000,180000
Namibia,NAM,1990,7640000,10570000,220000,,0,,,,0,,
Namibia,NAM,1991,7830000,10570000,230000,60000,10000,0,490000,70000,0,570000,80000
Namibia,NAM,1992,7670000,10570000,240000,60000,10000,0,530000,30000,0,670000,90000
Namibia,NAM,1993,7430000,10570000,240000,60000,10000,0,550000,210000,0,670000,110000
Namibia,NAM,1994,7400000,10570000,250000,80000,10000,0,590000,230000,0,810000,140000
Namibia,NAM,1995,7350000,10570000,270000,90000,10000,0,640000,40000,0,1070000,100000
Namibia,NAM,1996,7040000,10560000,280000,110000,20000,180000,1070000,40000,0,600000,129999.99
Namibia,NAM,1997,6810000,10560000,300000,129999.99,30000,180000,1100000,40000,0,610000,110000
Namibia,NAM,1998,7410000,10610000,310000,120000,30000,180000,1140000,50000,0,620000,110000
Namibia,NAM,1999,7430000,10640000,330000,100000,40000,160000,1170000,40000,0,600000,120000
Namibia,NAM,2000,8220000.5,10670000,350000,90000,50000,160000,1170000,10000,0,610000,129999.99
Namibia,NAM,2001,7780000,10560000,350000,100000,50000,230000,1410000,10000,0,820000,60000
Namibia,NAM,2002,6710000,10560000,360000,80000,60000,200000,1240000,0,0,710000,60000
Namibia,NAM,2003,7210000,10560000,370000,80000,60000,210000,1300000,20000,0,760000,80000
Namibia,NAM,2004,7560000,10560000,380000,80000,70000,220000,1370000,10000,0,800000,50000
Namibia,NAM,2005,7990000,10560000,390000,80000,70000,200000,1600000,40000,0,720000,30000
Namibia,NAM,2006,9310000,10560000,400000,80000,80000,210000,1430000,150000,0,730000,80000
